"";"C1A17";"C1F18";"C1A18";"C2A17";"C2F18";"C2A18";"C3A17";"C3F18";"C3A18";"C4A17";"C4F18";"C4A18";"F1A17";"F1F18";"F1A18";"F2A17";"F2F18";"F2A18";"F3A17";"F3F18";"F3A18";"F4A17";"F4F18";"F4A18";"H1A17";"H1F18";"H1A18";"H2A17";"H2F18";"H2A18";"H3A17";"H3F18";"H3A18";"H4A17";"H4F18";"H4A18";"P1F18";"P1A18";"P2F18";"P3F18";"P4F18"
"C1A17";0;0,778082930644251;0,931571461829045;0,549841119542434;0,776994960063482;0,929143704167297;0,798628939953747;0,676839483416835;0,84313360062817;0,735416928307854;0,668773155544285;0,87905382247464;0,717095188992954;0,820311538127528;0,931234847166105;0,752571538334043;0,891622076865303;0,911902905345643;0,736831092336323;0,863860030065782;0,937636999730102;0,757222151155887;0,857891174868491;0,894183987785632;0,753578610581943;0,86731330114509;0,926357228071954;0,773014925439949;0,876636331043305;0,921111655715258;0,820451888385644;0,862988153122661;0,922172386795278;0,825560656098072;0,845004993219828;0,913302933108385;0,88961309505353;0,867374298642213;0,880902700823008;0,867550048665704;0,859329675329274
"C1F18";0,778082930644251;0;0,404920201472138;0,842137588107415;0,323998787818805;0,437465061159699;0,778413319103207;0,599769809587731;0,468814968982554;0,808323760971077;0,490670079983571;0,485436522168701;0,514491621218445;0,441478568019749;0,379469083364866;0,397420729366013;0,289841222669925;0,345171405478609;0,427437858709003;0,262200396611157;0,441617698405693;0,535107307874745;0,298086126049208;0,343303852365203;0,403438986367134;0,383984272188261;0,431439165921498;0,415191238468575;0,365411650855761;0,413060816292357;0,389224852322204;0,35142329026556;0,404736544563265;0,381146053520922;0,371459813684367;0,389914970459502;0,321431017495645;0,501137488803544;0,312502108815384;0,355295459588804;0,326140372710742
"C1A18";0,931571461829045;0,404920201472138;0;0,916454488338888;0,577359503444999;0,184953272575828;0,931118664068647;0,828135386921495;0,27136809209218;0,917117613258812;0,748477416506628;0,256950756521105;0,541139210441983;0,650503431927317;0,304077297709855;0,468900336325204;0,439350491017349;0,245526314904833;0,548272268905716;0,384521692897432;0,401918081810399;0,684741403406624;0,430794848365324;0,26889523335091;0,458587376588149;0,449774602750837;0,28770452406998;0,456468619155824;0,42701942102712;0,266443888542957;0,413959293970468;0,428725593332899;0,279926890689049;0,388081638498417;0,450275996832468;0,18218351788097;0,334342362745342;0,526932376576214;0,32849892556794;0,348699936411224;0,338700775726105
"C2A17";0,549841119542434;0,842137588107415;0,916454488338888;0;0,769748276896516;0,888057965466303;0,685487923765686;0,718595788000596;0,901915784306711;0,796176403386844;0,717335903837792;0,883669043039366;0,833994517868554;0,824129921752303;0,871720815588944;0,801946833197411;0,89841467975601;0,925019231726017;0,76116623129593;0,875755664667667;0,848157073517911;0,716953651347653;0,879496140153463;0,897031232652958;0,849104027936412;0,932190271274187;0,926218932586565;0,85978602531437;0,922361734288206;0,933388134847963;0,903246786300468;0,926603812488192;0,941639083689418;0,861675698240255;0,922806087850718;0,918005049476803;0,899762902768752;0,833375838561603;0,903743457223619;0,902276106524924;0,902592980929138
"C2F18";0,776994960063482;0,323998787818805;0,577359503444999;0,769748276896516;0;0,591282039715421;0,689231114930288;0,471888939056762;0,52011664772641;0,761353937425709;0,364887134885386;0,570002966174843;0,523685208897027;0,327197604367316;0,532273069773754;0,435022333327922;0,353713839842094;0,545523689722628;0,449648321021484;0,398849899776786;0,554966176078499;0,542267789390088;0,435803721418898;0,507892901501065;0,545628971418784;0,589792010034648;0,592750796611136;0,57000545736087;0,5622082053887;0,580137719924149;0,545603360891293;0,560583858180942;0,567932572942843;0,533788022908626;0,574968055104514;0,564709200806987;0,53456908359447;0,537304549980262;0,514811744463909;0,5454767812285;0,53360849392192
"C2A18";0,929143704167297;0,437465061159699;0,184953272575828;0,888057965466303;0,591282039715421;0;0,908332410447477;0,841137036983907;0,322488790127747;0,902481398811835;0,759111583175435;0,323209912969324;0,579606734706126;0,633310106021865;0,265404124928149;0,498260383872573;0,460241366403729;0,318327425857188;0,562835100290267;0,413358949102438;0,33853388297931;0,664066520575301;0,468476046020254;0,322118902853619;0,49562232521878;0,491631050169499;0,333762575521416;0,511270728134226;0,461654788974679;0,311784750545878;0,470185577858991;0,486079796895934;0,320656154687217;0,426707598255133;0,501847677198059;0,235860774824292;0,355587631263662;0,510030292567112;0,37973274996168;0,405327797788114;0,383214436980434
"C3A17";0,798628939953747;0,778413319103207;0,931118664068647;0,685487923765686;0,689231114930288;0,908332410447477;0;0,437289071759287;0,89276918020896;0,592527249582342;0,517251090280695;0,903848080917523;0,924171033778352;0,643649919554463;0,810923326701301;0,779355015979921;0,776428068601712;0,85908118830601;0,757194790127984;0,822728471632648;0,79078500701325;0,755507103699108;0,874669745059181;0,836641644325709;0,844998571169086;0,931062627382714;0,938452603556525;0,904306078402802;0,931236333316362;0,934381152407131;0,903580432595743;0,904535457895413;0,922225257414965;0,876780369143656;0,895833937365;0,900710667456848;0,88690386156132;0,71973019697754;0,860611928975204;0,879169479059561;0,873159279111231
"C3F18";0,676839483416835;0,599769809587731;0,828135386921495;0,718595788000596;0,471888939056762;0,841137036983907;0,437289071759287;0;0,749139009546738;0,726517752904837;0,246688787496051;0,784502578815807;0,699558930914621;0,615269520082165;0,794931729992541;0,673373564940937;0,639105689620422;0,814023477714774;0,695390681231027;0,667305575349184;0,784248953437234;0,736282907883303;0,67106177232859;0,772373066278796;0,698684324852177;0,796854179383755;0,849491839473631;0,733125994480914;0,803855129982851;0,841408001907838;0,75315681992289;0,780556288282334;0,837775267538272;0,761004373056612;0,793598481971839;0,832162682886276;0,814188205763258;0,710354197086957;0,781007458133952;0,801636531973062;0,798608447359084
"C3A18";0,84313360062817;0,468814968982554;0,27136809209218;0,901915784306711;0,52011664772641;0,322488790127747;0,89276918020896;0,749139009546738;0;0,911602323795479;0,687252494524026;0,135587432298642;0,487333455190117;0,618503432500149;0,393966018905029;0,454184300599845;0,48750472233785;0,362698227132043;0,546383586006112;0,406982252845221;0,457323321741056;0,666768045319246;0,477335289650762;0,339063102609591;0,53657656691902;0,56100631779346;0,418335277703652;0,561069006291332;0,532584144565521;0,38925803787587;0,508134395827046;0,530783841121615;0,396986474819657;0,47934912124627;0,540444352505412;0,285090539195938;0,401936650727259;0,487810470823565;0,387199493591931;0,429849696863665;0,413430681097469
"C4A17";0,735416928307854;0,808323760971077;0,917117613258812;0,796176403386844;0,761353937425709;0,902481398811835;0,592527249582342;0,726517752904837;0,911602323795479;0;0,729756918357176;0,912655233496408;0,879541491201486;0,760169368702268;0,867715149298746;0,811820149967423;0,819733945287787;0,897786948280903;0,764319373566019;0,862104568581363;0,84247862929767;0,763347103433927;0,879699140521468;0,889570543299863;0,840309535371789;0,88584547481776;0,904252586267597;0,861815905459486;0,897893059806623;0,906201280286591;0,880649260174671;0,897057336538696;0,906504551993196;0,887838277690806;0,888625605850364;0,900258111154832;0,890543987926094;0,798715256809228;0,87858265074765;0,905700754723545;0,894735471382139
"C4F18";0,668773155544285;0,490670079983571;0,748477416506628;0,717335903837792;0,364887134885386;0,759111583175435;0,517251090280695;0,246688787496051;0,687252494524026;0,729756918357176;0;0,699484793388075;0,663506806659399;0,512904857449161;0,713191680982578;0,593598900791126;0,568539175289652;0,725214883876346;0,610677765692741;0,576394933962682;0,697936242980151;0,671302796904312;0,624681733554414;0,700301152491075;0,66239546442328;0,731492261687543;0,764262771428297;0,684306384984614;0,703325184801387;0,759804002522217;0,704555202999376;0,68751642495095;0,753102751275883;0,701414455581018;0,712223233654204;0,73852026353784;0,699991598479827;0,646405028343635;0,660121695290524;0,680552045024677;0,687392094183005
"C4A18";0,87905382247464;0,485436522168701;0,256950756521105;0,883669043039366;0,570002966174843;0,323209912969324;0,903848080917523;0,784502578815807;0,135587432298642;0,912655233496408;0,699484793388075;0;0,529671309300746;0,677383390360335;0,412219752989544;0,465707826859826;0,512390408425105;0,370036411736077;0,554207287473378;0,408262071410864;0,478177823378108;0,660481531211261;0,477327227753335;0,359253063431913;0,562592548425742;0,551502980901915;0,394444327040992;0,554728193579821;0,527930257258272;0,396578903587948;0,522312431652277;0,52591146117125;0,414649071179079;0,475106422009691;0,554754621216923;0,301650186502251;0,423757318930017;0,503960557729462;0,392114020023445;0,436429860888258;0,422698724886018
"F1A17";0,717095188992954;0,514491621218445;0,541139210441983;0,833994517868554;0,523685208897027;0,579606734706126;0,924171033778352;0,699558930914621;0,487333455190117;0,879541491201486;0,663506806659399;0,529671309300746;0;0,647819141330691;0,541848326093453;0,305545673219941;0,515797981052811;0,531699862957433;0,394130392268288;0,427093030141524;0,611216392430151;0,517166903806748;0,413525182270611;0,500898107496031;0,443186000192675;0,471588252723017;0,504667462104142;0,454887497596578;0,48510633240562;0,503348700527858;0,433039428782277;0,459199692957236;0,510549324096936;0,420827853924591;0,472003740390422;0,524125054812657;0,518519777783823;0,606592679524932;0,494347913306909;0,470742686658586;0,49764507449984
"F1F18";0,820311538127528;0,441478568019749;0,650503431927317;0,824129921752303;0,327197604367316;0,633310106021865;0,643649919554463;0,615269520082165;0,618503432500149;0,760169368702268;0,512904857449161;0,677383390360335;0,647819141330691;0;0,570943631672509;0,569097916440283;0,364086499429922;0,606727196764421;0,614583104893656;0,4811649798181;0,562302099677791;0,625151469106595;0,517802968933205;0,57664831595205;0,645958170121811;0,666014295772031;0,666439959253689;0,692718444616086;0,633769292489192;0,662671189674409;0,676399685051718;0,661156974366014;0,634796758804168;0,674901793028366;0,662946312247668;0,625210974886835;0,605253756286432;0,546655071539955;0,607718290775116;0,611367737136095;0,604041424992431
"F1A18";0,931234847166105;0,379469083364866;0,304077297709855;0,871720815588944;0,532273069773754;0,265404124928149;0,810923326701301;0,794931729992541;0,393966018905029;0,867715149298746;0,713191680982578;0,412219752989544;0,541848326093453;0,570943631672509;0;0,414581400938338;0,409425877520195;0,275335788873254;0,440854654986978;0,365470901360025;0,175824856189298;0,529239554314437;0,403210497900643;0,215990607234317;0,448121975635677;0,470035153410982;0,379134942380818;0,506540569941882;0,418023239094913;0,354710229932434;0,41993184527856;0,435279550724508;0,334809175420325;0,398683783881702;0,439530348967598;0,294115109614199;0,298146672652129;0,387494141830488;0,301208752538311;0,328109421184976;0,320841880444704
"F2A17";0,752571538334043;0,397420729366013;0,468900336325204;0,801946833197411;0,435022333327922;0,498260383872573;0,779355015979921;0,673373564940937;0,454184300599845;0,811820149967423;0,593598900791126;0,465707826859826;0,305545673219941;0,569097916440283;0,414581400938338;0;0,472877805174162;0,401930034313751;0,207368809501647;0,377089578542292;0,467600638497747;0,397579170827628;0,366473550040352;0,342103203417662;0,387037589899887;0,44840072807153;0,421065211993844;0,420826314256912;0,434369809493076;0,404204483946227;0,36249840287973;0,418255080375141;0,427308349234865;0,341176374824909;0,415877837218127;0,414925671843583;0,373497708091745;0,51903352207714;0,356407322469126;0,332326874866357;0,367761737980086
"F2F18";0,891622076865303;0,289841222669925;0,439350491017349;0,89841467975601;0,353713839842094;0,460241366403729;0,776428068601712;0,639105689620422;0,48750472233785;0,819733945287787;0,568539175289652;0,512390408425105;0,515797981052811;0,364086499429922;0,409425877520195;0,472877805174162;0;0,417103081554143;0,553566591060995;0,273173695627979;0,453614646391319;0,656784184747421;0,332559509524893;0,398172579175765;0,528280970017514;0,498938058887753;0,49680576682209;0,53779522031976;0,484005160415565;0,511178936833964;0,515513746098792;0,45514878128223;0,473128670771628;0,510930132332021;0,481530612770252;0,447164993009308;0,428316101081185;0,516493389459028;0,403947129913813;0,439854719259825;0,438169962337454
"F2A18";0,911902905345643;0,345171405478609;0,245526314904833;0,925019231726017;0,545523689722628;0,318327425857188;0,85908118830601;0,814023477714774;0,362698227132043;0,897786948280903;0,725214883876346;0,370036411736077;0,531699862957433;0,606727196764421;0,275335788873254;0,401930034313751;0,417103081554143;0;0,483294217013276;0,370081314756221;0,377426761206192;0,620659947812665;0,394985093206841;0,163985536588803;0,338373544756793;0,341854523644233;0,211385064418764;0,377947489232184;0,328643385901858;0,186868225770539;0,30527213667176;0,322392875530073;0,180165335617498;0,285882599535626;0,30966213844374;0,186261298214428;0,249864797469553;0,444800137100336;0,253770319010897;0,260776524075387;0,242768167904466
"F3A17";0,736831092336323;0,427437858709003;0,548272268905716;0,76116623129593;0,449648321021484;0,562835100290267;0,757194790127984;0,695390681231027;0,546383586006112;0,764319373566019;0,610677765692741;0,554207287473378;0,394130392268288;0,614583104893656;0,440854654986978;0,207368809501647;0,553566591060995;0,483294217013276;0;0,473031915782062;0,503272968000434;0,281744781312358;0,463020925460152;0,431710465059732;0,449043366370294;0,49556601882397;0,49096226744435;0,46676463965295;0,47144888316218;0,480627932358109;0,435096032579967;0,464740772691543;0,507585118568767;0,408182514135519;0,463288429298147;0,480239254629742;0,426132199434534;0,554570121542294;0,413652009401078;0,423068665140089;0,420100650371714
"F3F18";0,863860030065782;0,262200396611157;0,384521692897432;0,875755664667667;0,398849899776786;0,413358949102438;0,822728471632648;0,667305575349184;0,406982252845221;0,862104568581363;0,576394933962682;0,408262071410864;0,427093030141524;0,4811649798181;0,365470901360025;0,377089578542292;0,273173695627979;0,370081314756221;0,473031915782062;0;0,462947494263297;0,604291764021627;0,163711354346251;0,320654502548998;0,473916973361835;0,439214181203868;0,404389100512126;0,473870399330041;0,415372424165028;0,403575907662065;0,416696764603246;0,418803326561922;0,398819536834415;0,397466631498689;0,437724956666507;0,379318913046093;0,364144030980739;0,466446581849773;0,313624292589078;0,347542079838238;0,368039763136704
"F3A18";0,937636999730102;0,441617698405693;0,401918081810399;0,848157073517911;0,554966176078499;0,33853388297931;0,79078500701325;0,784248953437234;0,457323321741056;0,84247862929767;0,697936242980151;0,478177823378108;0,611216392430151;0,562302099677791;0,175824856189298;0,467600638497747;0,453614646391319;0,377426761206192;0,503272968000434;0,462947494263297;0;0,534852959585174;0,531355347192535;0,348722361125425;0,510334725282404;0,552162819090469;0,476101731979474;0,564699136135872;0,500764765662894;0,465990676927467;0,503693611487983;0,521695072439815;0,448197181452983;0,504263765208502;0,519647520300409;0,407170906122614;0,391814850071833;0,383920867597006;0,407970939901233;0,450260243535955;0,41838674221146
"F4A17";0,757222151155887;0,535107307874745;0,684741403406624;0,716953651347653;0,542267789390088;0,664066520575301;0,755507103699108;0,736282907883303;0,666768045319246;0,763347103433927;0,671302796904312;0,660481531211261;0,517166903806748;0,625151469106595;0,529239554314437;0,397579170827628;0,656784184747421;0,620659947812665;0,281744781312358;0,604291764021627;0,534852959585174;0;0,598036649791456;0,57269267226027;0,594560698068528;0,667340792801466;0,663718086031349;0,622352724768788;0,637409262242142;0,655313969336293;0,595340276672318;0,628771294432856;0,665696222280124;0,577309321147591;0,620070120239232;0,637332606706601;0,578414270065323;0,554349357755378;0,583172301805138;0,597260382720516;0,590008734618495
"F4F18";0,857891174868491;0,298086126049208;0,430794848365324;0,879496140153463;0,435803721418898;0,468476046020254;0,874669745059181;0,67106177232859;0,477335289650762;0,879699140521468;0,624681733554414;0,477327227753335;0,413525182270611;0,517802968933205;0,403210497900643;0,366473550040352;0,332559509524893;0,394985093206841;0,463020925460152;0,163711354346251;0,531355347192535;0,598036649791456;0;0,344380870775731;0,444807592287495;0,3947365305862;0,420353532729576;0,448420096184266;0,395648589646353;0,413623342720836;0,382724196697591;0,417716551507243;0,421974507559008;0,367710715074203;0,429403927902712;0,422430072179354;0,389823869820114;0,544162761296572;0,360766920253981;0,358981643658555;0,39213414196226
"F4A18";0,894183987785632;0,343303852365203;0,26889523335091;0,897031232652958;0,507892901501065;0,322118902853619;0,836641644325709;0,772373066278796;0,339063102609591;0,889570543299863;0,700301152491075;0,359253063431913;0,500898107496031;0,57664831595205;0,215990607234317;0,342103203417662;0,398172579175765;0,163985536588803;0,431710465059732;0,320654502548998;0,348722361125425;0,57269267226027;0,344380870775731;0;0,415448286144009;0,40539911878027;0,299763234066238;0,446748259572571;0,3553978542954;0,267012265447972;0,36474065577417;0,35753033763916;0,244936147359777;0,337147238627219;0,363261484364317;0,223556873941626;0,228474128010696;0,437581082779565;0,221949893066742;0,221906537116136;0,232995881450211
"H1A17";0,753578610581943;0,403438986367134;0,458587376588149;0,849104027936412;0,545628971418784;0,49562232521878;0,844998571169086;0,698684324852177;0,53657656691902;0,840309535371789;0,66239546442328;0,562592548425742;0,443186000192675;0,645958170121811;0,448121975635677;0,387037589899887;0,528280970017514;0,338373544756793;0,449043366370294;0,473916973361835;0,510334725282404;0,594560698068528;0,444807592287495;0,415448286144009;0;0,292181129866385;0,319288048887561;0,155778602766049;0,300620534073103;0,302617173985436;0,191963665177573;0,303309255116389;0,318622961167928;0,21476324069488;0,276356215512685;0,387713833363647;0,420389883881866;0,523282218640689;0,429558120202625;0,419466827714727;0,415624134967403
"H1F18";0,86731330114509;0,383984272188261;0,449774602750837;0,932190271274187;0,589792010034648;0,491631050169499;0,931062627382714;0,796854179383755;0,56100631779346;0,88584547481776;0,731492261687543;0,551502980901915;0,471588252723017;0,666014295772031;0,470035153410982;0,44840072807153;0,498938058887753;0,341854523644233;0,49556601882397;0,439214181203868;0,552162819090469;0,667340792801466;0,3947365305862;0,40539911878027;0,292181129866385;0;0,260795612814234;0,244289705392982;0,153276139440569;0,275540937095437;0,25458570635645;0,186674348854376;0,278639511313095;0,260411150927415;0,151306117598556;0,378619425798772;0,310378129534393;0,625905660698247;0,322835501514976;0,312518257591315;0,303707261581372
"H1A18";0,926357228071954;0,431439165921498;0,28770452406998;0,926218932586565;0,592750796611136;0,333762575521416;0,938452603556525;0,849491839473631;0,418335277703652;0,904252586267597;0,764262771428297;0,394444327040992;0,504667462104142;0,666439959253689;0,379134942380818;0,421065211993844;0,49680576682209;0,211385064418764;0,49096226744435;0,404389100512126;0,476101731979474;0,663718086031349;0,420353532729576;0,299763234066238;0,319288048887561;0,260795612814234;0;0,285665127433595;0,232011355910114;0,0983301888373359;0,257976862276398;0,260795923269793;0,11877028292368;0,233481417765685;0,272693072418296;0,199832544439618;0,280919516614839;0,532561687587661;0,311538431584636;0,289641452125706;0,296277759086096
"H2A17";0,773014925439949;0,415191238468575;0,456468619155824;0,85978602531437;0,57000545736087;0,511270728134226;0,904306078402802;0,733125994480914;0,561069006291332;0,861815905459486;0,684306384984614;0,554728193579821;0,454887497596578;0,692718444616086;0,506540569941882;0,420826314256912;0,53779522031976;0,377947489232184;0,46676463965295;0,473870399330041;0,564699136135872;0,622352724768788;0,448420096184266;0,446748259572571;0,155778602766049;0,244289705392982;0,285665127433595;0;0,26346204914579;0,302884646582797;0,15813050662832;0,27458471534438;0,326142122450134;0,192974009374215;0,260150723460575;0,399462118161319;0,418405058411374;0,593438366471026;0,434752312627478;0,414675313921483;0,427740750884778
"H2F18";0,876636331043305;0,365411650855761;0,42701942102712;0,922361734288206;0,5622082053887;0,461654788974679;0,931236333316362;0,803855129982851;0,532584144565521;0,897893059806623;0,703325184801387;0,527930257258272;0,48510633240562;0,633769292489192;0,418023239094913;0,434369809493076;0,484005160415565;0,328643385901858;0,47144888316218;0,415372424165028;0,500764765662894;0,637409262242142;0,395648589646353;0,3553978542954;0,300620534073103;0,153276139440569;0,232011355910114;0,26346204914579;0;0,252265753027524;0,254254825034613;0,144876723074864;0,25933065700994;0,252945192872598;0,177462466417205;0,342123364468637;0,290691585359484;0,583629737561437;0,299585399320417;0,281615768143425;0,282027925550041
"H2A18";0,921111655715258;0,413060816292357;0,266443888542957;0,933388134847963;0,580137719924149;0,311784750545878;0,934381152407131;0,841408001907838;0,38925803787587;0,906201280286591;0,759804002522217;0,396578903587948;0,503348700527858;0,662671189674409;0,354710229932434;0,404204483946227;0,511178936833964;0,186868225770539;0,480627932358109;0,403575907662065;0,465990676927467;0,655313969336293;0,413623342720836;0,267012265447972;0,302617173985436;0,275540937095437;0,0983301888373359;0,302884646582797;0,252265753027524;0;0,238251507191082;0,27504880813474;0,11197750500894;0,213303178607764;0,271613632692898;0,183466366155211;0,283247956932375;0,52542855882255;0,306091260410158;0,282058165302643;0,292381812729377
"H3A17";0,820451888385644;0,389224852322204;0,413959293970468;0,903246786300468;0,545603360891293;0,470185577858991;0,903580432595743;0,75315681992289;0,508134395827046;0,880649260174671;0,704555202999376;0,522312431652277;0,433039428782277;0,676399685051718;0,41993184527856;0,36249840287973;0,515513746098792;0,30527213667176;0,435096032579967;0,416696764603246;0,503693611487983;0,595340276672318;0,382724196697591;0,36474065577417;0,191963665177573;0,25458570635645;0,257976862276398;0,15813050662832;0,254254825034613;0,238251507191082;0;0,269418499676702;0,257472320582032;0,131154686824918;0,244319445800538;0,335388640074978;0,364562459899588;0,555472248239858;0,36804085295644;0,339704324072932;0,365009259184837
"H3F18";0,862988153122661;0,35142329026556;0,428725593332899;0,926603812488192;0,560583858180942;0,486079796895934;0,904535457895413;0,780556288282334;0,530783841121615;0,897057336538696;0,68751642495095;0,52591146117125;0,459199692957236;0,661156974366014;0,435279550724508;0,418255080375141;0,45514878128223;0,322392875530073;0,464740772691543;0,418803326561922;0,521695072439815;0,628771294432856;0,417716551507243;0,35753033763916;0,303309255116389;0,186674348854376;0,260795923269793;0,27458471534438;0,144876723074864;0,27504880813474;0,269418499676702;0;0,282979386685741;0,282997953994693;0,106840544696261;0,358072354106711;0,277025898380761;0,589518223067567;0,268695635857751;0,272262534376081;0,251051924553961
"H3A18";0,922172386795278;0,404736544563265;0,279926890689049;0,941639083689418;0,567932572942843;0,320656154687217;0,922225257414965;0,837775267538272;0,396986474819657;0,906504551993196;0,753102751275883;0,414649071179079;0,510549324096936;0,634796758804168;0,334809175420325;0,427308349234865;0,473128670771628;0,180165335617498;0,507585118568767;0,398819536834415;0,448197181452983;0,665696222280124;0,421974507559008;0,244936147359777;0,318622961167928;0,278639511313095;0,11877028292368;0,326142122450134;0,25933065700994;0,11197750500894;0,257472320582032;0,282979386685741;0;0,24759984265181;0,274644809654084;0,207699487213214;0,275790961445882;0,514181724352623;0,30155861517078;0,270592586227978;0,285335714530779
"H4A17";0,825560656098072;0,381146053520922;0,388081638498417;0,861675698240255;0,533788022908626;0,426707598255133;0,876780369143656;0,761004373056612;0,47934912124627;0,887838277690806;0,701414455581018;0,475106422009691;0,420827853924591;0,674901793028366;0,398683783881702;0,341176374824909;0,510930132332021;0,285882599535626;0,408182514135519;0,397466631498689;0,504263765208502;0,577309321147591;0,367710715074203;0,337147238627219;0,21476324069488;0,260411150927415;0,233481417765685;0,192974009374215;0,252945192872598;0,213303178607764;0,131154686824918;0,282997953994693;0,24759984265181;0;0,261750493228382;0,300406708423077;0,338476274780121;0,541760732039961;0,348444882698393;0,319341856548378;0,348871327905238
"H4F18";0,845004993219828;0,371459813684367;0,450275996832468;0,922806087850718;0,574968055104514;0,501847677198059;0,895833937365;0,793598481971839;0,540444352505412;0,888625605850364;0,712223233654204;0,554754621216923;0,472003740390422;0,662946312247668;0,439530348967598;0,415877837218127;0,481530612770252;0,30966213844374;0,463288429298147;0,437724956666507;0,519647520300409;0,620070120239232;0,429403927902712;0,363261484364317;0,276356215512685;0,151306117598556;0,272693072418296;0,260150723460575;0,177462466417205;0,271613632692898;0,244319445800538;0,106840544696261;0,274644809654084;0,261750493228382;0;0,357742650139944;0,28454331382218;0,583835063826063;0,282569746220319;0,272079331350616;0,273436372583253
"H4A18";0,913302933108385;0,389914970459502;0,18218351788097;0,918005049476803;0,564709200806987;0,235860774824292;0,900710667456848;0,832162682886276;0,285090539195938;0,900258111154832;0,73852026353784;0,301650186502251;0,524125054812657;0,625210974886835;0,294115109614199;0,414925671843583;0,447164993009308;0,186261298214428;0,480239254629742;0,379318913046093;0,407170906122614;0,637332606706601;0,422430072179354;0,223556873941626;0,387713833363647;0,378619425798772;0,199832544439618;0,399462118161319;0,342123364468637;0,183466366155211;0,335388640074978;0,358072354106711;0,207699487213214;0,300406708423077;0,357742650139944;0;0,236655266021276;0,499395443762274;0,251104158468663;0,275842121861554;0,263958350957091
"P1F18";0,88961309505353;0,321431017495645;0,334342362745342;0,899762902768752;0,53456908359447;0,355587631263662;0,88690386156132;0,814188205763258;0,401936650727259;0,890543987926094;0,699991598479827;0,423757318930017;0,518519777783823;0,605253756286432;0,298146672652129;0,373497708091745;0,428316101081185;0,249864797469553;0,426132199434534;0,364144030980739;0,391814850071833;0,578414270065323;0,389823869820114;0,228474128010696;0,420389883881866;0,310378129534393;0,280919516614839;0,418405058411374;0,290691585359484;0,283247956932375;0,364562459899588;0,277025898380761;0,275790961445882;0,338476274780121;0,28454331382218;0,236655266021276;0;0,502807416503368;0,118056456473777;0,149563933780126;0,116302442591718
"P1A18";0,867374298642213;0,501137488803544;0,526932376576214;0,833375838561603;0,537304549980262;0,510030292567112;0,71973019697754;0,710354197086957;0,487810470823565;0,798715256809228;0,646405028343635;0,503960557729462;0,606592679524932;0,546655071539955;0,387494141830488;0,51903352207714;0,516493389459028;0,444800137100336;0,554570121542294;0,466446581849773;0,383920867597006;0,554349357755378;0,544162761296572;0,437581082779565;0,523282218640689;0,625905660698247;0,532561687587661;0,593438366471026;0,583629737561437;0,52542855882255;0,555472248239858;0,589518223067567;0,514181724352623;0,541760732039961;0,583835063826063;0,499395443762274;0,502807416503368;0;0,497233467502006;0,522717853829381;0,515504791932948
"P2F18";0,880902700823008;0,312502108815384;0,32849892556794;0,903743457223619;0,514811744463909;0,37973274996168;0,860611928975204;0,781007458133952;0,387199493591931;0,87858265074765;0,660121695290524;0,392114020023445;0,494347913306909;0,607718290775116;0,301208752538311;0,356407322469126;0,403947129913813;0,253770319010897;0,413652009401078;0,313624292589078;0,407970939901233;0,583172301805138;0,360766920253981;0,221949893066742;0,429558120202625;0,322835501514976;0,311538431584636;0,434752312627478;0,299585399320417;0,306091260410158;0,36804085295644;0,268695635857751;0,30155861517078;0,348444882698393;0,282569746220319;0,251104158468663;0,118056456473777;0,497233467502006;0;0,132884877537877;0,110667641466005
"P3F18";0,867550048665704;0,355295459588804;0,348699936411224;0,902276106524924;0,5454767812285;0,405327797788114;0,879169479059561;0,801636531973062;0,429849696863665;0,905700754723545;0,680552045024677;0,436429860888258;0,470742686658586;0,611367737136095;0,328109421184976;0,332326874866357;0,439854719259825;0,260776524075387;0,423068665140089;0,347542079838238;0,450260243535955;0,597260382720516;0,358981643658555;0,221906537116136;0,419466827714727;0,312518257591315;0,289641452125706;0,414675313921483;0,281615768143425;0,282058165302643;0,339704324072932;0,272262534376081;0,270592586227978;0,319341856548378;0,272079331350616;0,275842121861554;0,149563933780126;0,522717853829381;0,132884877537877;0;0,122332699488398
"P4F18";0,859329675329274;0,326140372710742;0,338700775726105;0,902592980929138;0,53360849392192;0,383214436980434;0,873159279111231;0,798608447359084;0,413430681097469;0,894735471382139;0,687392094183005;0,422698724886018;0,49764507449984;0,604041424992431;0,320841880444704;0,367761737980086;0,438169962337454;0,242768167904466;0,420100650371714;0,368039763136704;0,41838674221146;0,590008734618495;0,39213414196226;0,232995881450211;0,415624134967403;0,303707261581372;0,296277759086096;0,427740750884778;0,282027925550041;0,292381812729377;0,365009259184837;0,251051924553961;0,285335714530779;0,348871327905238;0,273436372583253;0,263958350957091;0,116302442591718;0,515504791932948;0,110667641466005;0,122332699488398;0
